97.50%	62.4	0.132	20.1	10.6	10.93	0.789							
99%	62.9	0.154	24.29	14.1	11.6	1.13							
													
													
Domain	Description	Major Axis	Minor Axis	Semi-Major	Nugget	Sill2	Range1	Range2	Range3				
		Strike	Down-Dip	Across Strike		Outer Variogram range							
Snark	"Fe, P, SiO2,Al2O3,LOI,S"	130	360	90	0.39	0.25	258.5	195	125				
Central	"Fe, P, SiO2,Al2O3,LOI,S"	154	360	90	0.39	0.25	258.5	195	125				
Banjo	"Fe, P, SiO2,Al2O3,LOI,S"	135	360	90	0.39	0.25	258.5	195	125				
													
Gamma (60.355)	"(True Downhole) : Continuity for SI02
Domain Banjo
2.0"	"?5000
?4500
4000
3500
3000 «
H
3
O
2500 ^
•s
FP
2000
1500
1000
500
0"											
	"0.73, 10.5)	.
I	""*Sph(0.17, 10) \j	\
N( 0.3 )
.ini..	"												
	"5	10	15	20	25	30	35	40
Sample Separation (m)"												
(Direction 2) 00—>220: Continuity for SI02													
	Domain Banjo												
1.50-	L*g	5000											
	40												
		4500											
1.25		4000											
	"/ 'Sphi 0.73, 132.5)"												
		3500											
^ 1.00	f—												
	• I	3000 »											
o		3											
0.75-		2500 Cl											
?		"Sh
•s"											
O		2000											
0.5													
	"?*Sph( 0.17, 27.5 )"	1500											
0.25-	N( 0.3 )	1000											
	I	500											
0.00-	"1	"												
													
"0	50	100	150	200	250	300	350	400	450	500"													
	Sample Separation (m)												
Block Model Parameters: Moonshine													
	X	Y	Z										
Origin	"787,500"	"674,000"	180										
Extent	"3,500"	"2,500"	340										
"Block Size (sub
block)"	10m (2m)	10m (2m)	5m (1m)										
Block Model Parameters: Central													
	X	Y	Z										
Origin	"787,000"	"6,678,400"	180										
Extent	"2,500"	"5,600"	340										
"Block Size (sub
block)"	50m (2.5m)	50m (2.5m)	10m (1m)										
Block Model Parameters: Banjo / Lost World													
	X	Y	Z										
Origin	"788,000"	"6,673,400"	300										
Extent	"3,500"	"3,200"	240										
"Block Size (sub
block)"	10m (0.5)	10m (0.5)	5m (0.5m)										
Domain	Description	"Strike
Radius"	"Cross
Strike
Radius"	"Vertical
radius"	"Rotation
1
around Z"	"Rotation
2
around
Y"	"Rotation
3
around
X"	"Min
Samp"	"Max
Samp"	"Max
per Drill
hole"			
Snark	"Fe,P,SiO2,Al2O3,
LOI,S"	150	50	75	130	90	0	10	30	12			
Moonshine	"Fe,P,SiO2,Al2O3,
LOI,S"	285	125	195	140	80	0	12	30	12			
Central	"Fe,P,SiO2,Al2O3,
LOI,S"	150	50	75	154	90	0	10	30	12			
"Banjo-Lost
World"	"Fe,P,SiO2,A2O3,
LOI,S"	150	50	75	135	90	0	10	30	12			
Domain	Description	"Factor
for
Pass 2"	"Min
Samp
Pass 2"	"Max Samp
Pass 2"	"Factor for
Pass 3"	"Min
Samp
Pass 3"	"Max
Samp
Pass 3"						
Snark	"Fe,P,SiO2,A2O3,
LOI,S"	3	8	30	12	8	30						
Moonshine	"Fe,P,SiO2,A 2O3,
LOI,S"	3	8	30	12	8	30						
Central	"Fe,P,SiO2,A 2O3,
LOI,S"	3	8	30	12	8	30						
"Banjo-Lost
World"	"Fe,P,SiO2,A 2O3,
LOI,S"	3	8	30	12	8	30						
Grade	"Type of
Cut"	"Cut
value"	"No. of
samples"	"No. samples
cut"									
Fe	"Bottom
Cut"	40	1680	41									
P	Top cut	0.2	1680	2									
SiO2	Top cut	None	1680										
Al2O3	Top cut	24	1680	5									
S	Top cut	1.1	1680	1									
													
													
													
													
Sample	GDA Easting	GDA Northing	Density g/cm3	Fe %	SiO2 %	Al2O3 %							
DS 01	787893	6675135	3.91	63.7	1.49	0.49							
DS 02	787987	6675032	3.64	60.6	4.96	1.73							
DS 03	788017	6674943	3.53	62	4.33	1.22							
DS 04	788051	6674834	3.58	62.6	1.77	1.47							
DS 05	788102	6674763	3.7	60.1	3.54	1.9							
DS 06	788117	6674720	3.33	60.2	2.05	1.93							
DS 07	788123	6674654	3.73	63.2	1.6	1.25							
DS 08	787984	6674923	3.83	64.1	2.63	0.92							
DS 09	788049	6674809	2.66	57.6	4.52	1.41							
DS 10	788072	6674734	2.89	57.3	4.3	2.55							
DS 11	788135	6674555	2.92	51.3	17	1.45							
DS 16	210883	6675035	3.37	58.1	7.14	2.47							
DS 17	211025	6674903	3.69	61.3	6.25	0.49							
DS 18	211100	6674827	4.05	61.9	4.4	2.6							
DS 19	211175	6674746	3.16	59.6	6.39	1.61							
DS 20	211247	6674679	3.37	59.2	4.6	2.53							
DS 21	211347	6674619	3.58	58.5	4.88	2.76							
DS 22	211395	6674563	3.21	61	5.51	1.27							
DS 23	210693	6675314	3.62	57.1	7.01	5.28							
DS 24	789172	6675885	3.78	61.8	3.06	2.49							
DS 25	789040	6676006	3.89	64.2	1.97	0.99							
DS 26	788805	6676098	3.96	63	2.89	1.75							
DS 27	788933	6676040	3.39	59.9	4.96	3.06							
DS 28	788945	6675950	3.55	62.2	2.16	1.08							
DS 29	788890	6676007	3.36	62.9	2.11	1.71							
DS 30	788832	6675755	3.29	62.5	1.92	0.87							
													
	"Logged
Depth"												
Row Labels		Area											
													
LGRC_109	203.2	Moonshine											
LGRC_118	246.1	Moonshine											
LGRC_148	245.2	Moonshine											
LGRC_156	47.3	Moonshine											
LGRC_185	162.2	Moonshine											
LGRC_186	165.1	Moonshine											
LGRC_190	207.3	Moonshine											
LGRC_192	233.3	Moonshine											
LGRC_199	42.4	Moonshine											
LGRC_200	181	Moonshine											
LGRC_211	195	Moonshine											
		"Density
g/ml"											
LCODE	metres												
													
LL	20	1.7											
BIF	1461	3.1											
BIF/CHT	9	2											
BIF/HEM	18	2.9											
BIF/Qv	16	2.1											
CHT	28	2.8											
CLA/UM	3	1.5											
PRD	18	3											
Qv	16	2.7											
UM	313	2.6											
UM/BIF	10	3											
(blank)	4	3											
Grand Total	1916	3											
													
	At Depth	"Density
g/ml"	Logged										
Hole ID			Dom	Qualifiers									
	m		Lith										
LGDD_001	7.9	2.7	Czsa										
LGDD_001	27	3.6	Aci	hm									
LGDD_001	31.8	2.2		hm go									
LGDD_001	7.2	2.6		fe go hm stain 'possibly tuff									
LGDD_001	8.36	2.4		fe go hm stain 'possibly tuff									
LGDD_001	8.83	2.1		fe go hm stain 'possibly tuff1									
LGDD_001	9.64	3		felsic bx									
LGDD_001	10.1	2.5		felsic bx									
LGDD_001	10.88	2.7		felsic bx									
LGDD_002	0.8	3	Czlt										
LGDD_002	4.5	3.8	Aci	hm go possible dolomite									
LGDD_002	13.9	3.2	fg	BIF hm good enrichment									
LGDD_002	11.95	2.8	fg	BIF hm good enrichment									
LGDD_002	13.5	2.8	fg	BIF hm good enrichment									
LGDD_002	14	3.2	fg	BIF hm good enrichment									
LGDD_002	15	3.2	fg	BIF hm good enrichment									
LGDD_002	16	2.7	fg	BIF hm good enrichment									
LGDD_002	17	2.1	fg	BIF hm good enrichment									
LGDD_002	17.75	2.5	fg	BIF hm good enrichment									
LGDD_002	18.6	2.5	fg	BIF hm good enrichment									
LGDD_002	18.9	2.4	fg	BIF hm good enrichment									
LGDD_002	20	2.6	fg	BIF hm good enrichment									
LGDD_002	20.4	2.8	fg	BIF hm good enrichment									
LGDD_002	22.22	2.8	Aci	hm go									
LGDD_002	23.4	3	Aci	hm go									
LGDD_002	23.7	2.1	Aci	hm go									
LGDD_002	23.7	2.3	Aci	hm go									
LGDD_002	24.5	2.9	Aci	si go very siliceous									
LGDD_003	0.5	2.3	Aci	"hm disturbed with laterite
clasts"									
LGDD_003	34.5	2.6	Aci	hm go									
LGDD_003	53.7	3.3	Aci	fe 'hydrothermal style veining'									
LGDD_003	34.41	2.4	Aci	hm go									
LGDD_003	34.95	2.4	Aci	hm go									
LGDD_003	35.4	2.9	Aci	hm go									
LGDD_003	37.4	2.5	Aci	hm go									
LGDD_003	37.9	2.7	Aci	hm go									
LGDD_003	40.7	2.8	Aci	hm go core loss									
LGDD_004	4.7	2.3	Cy										
LGDD_004	7.4	2.7	Aci	hm									
LGDD_004	18.8	2.8	Aci	hm tf									
													
													
Domain (MINZON)	Classification	Criteria											
All	Indicated	"Blocks above surface
class tr/pt"											
All	Inferred	"Blocks below surface
class_tr/pt"											
Exceptions													
"28, 29, 37, 50, 51, 52, 103, 105"	Inferred	Entire Domain											
101	Indicated	ZC>=490 1											
	Inferred	ZC<490											
102	Indicated	ZC>=480											
	Inferred	ZC<890											
Deposit	Category	Tonnes	Fe %	P %	SiO2 %	M2O3 %	LOI %						
Snark	Indicated	"7,320,000"	55.1	0.07	8.4	4.4	7.7						
	Inferred	"4,110,000"	55.1	0.07	8.7	4.2	7.6						
Drabble Downs	Indicated	"1,310,000"	53.5	0.06	8.1	5.4	9						
	Inferred	"1,380,000"	55.9	0.06	5.9	4.6	8.7						
Banjo - Lost World	Inferred	"5,500,000"	55.7	0.07	8.1	4.7	7.1						
Moonshine	Inferred	"600,000"	52.8	0.06	13.3	3.9	5.8						
Central	Inferred	"4,800,000"	55.2	0.06	8.2	4.5	8						
Total	Indicated	"8,630,000"	54.8	0.07	8.3	4.6	7.9						
	Inferred	"16,390,000"	55.3	0.07	8.3	4.6	7.6						
Fe% Cut	Volume	Tonnes	Fe%	S%	P%	LOI	SI02%	AL203%					
60	"6,106"	"17,708"	60.33	0 058	0.093	5.4	5 22	2.59					
59	"4,606"	"187,358"	59.5	0.099	0.083	6 82	4.5	2 88					
58	"271,925"	"788,583"	58.69	0.136	0 079	7.18	5.21	2 89					
57.5	"396,400"	"1,149,560"	58.4	0.142	0.077	7.2	5 43	3.06					
57	"533,175"	"1,546,208"	58.11	0.143	0.077	7.32	5.56	3.23					
56	"933,850"	"2,708,165"	57.41	0.15	0.077	7.46	6.11	3.53					
55	"1,421,825"	"4,123,293"	56.75	0.155	0.077	7.59	6.64	3 73					
54	"1,973,231"	"5,722,371"	56.11	0.163	0.075	7.69	7 18	4.05					
53	"2,314,169"	"6,711,089"	55.72	0.169	0.074	7.74	7.5	4 21					
52	"2,629,075"	"7,624,318"	55.34	0.173	0.073	7 80	7 84	4 37					
51	"2,801,119"	"8,123,244"	55.11	0 177	0.073	7 81	8.07	4.45					
50	"2,976,300"	"8,631,270"	54 84	0 185	0.072	7.86	8.32	4.55					
													
							-						
													
							#NAME?						
							"c	__"						
						<·?	--						
													
													
":r	"	"e-	"""	"K""'"""					-						
							T						
Fe% Cut	Volume	Tonnes	Fe%	S%	P%	LOI	SI02%	AL203%					
60	425	"1,233"	60.01	0.051	0 091	7.08	3.73	2.57					
59	"39,369"	"114,169"	59 27	0.188	0.07	7 04	4.38	3 10					
58	"265,894"	"771,092"	58.57	213	0 066	7.15	4 88	3.48					
57.5	"348,838"	"1,011,629"	58 38	0 204	0 067	7 19	5 07	3.5					
57	"443,994"	"1,287,582"	58.14	0.192	0.07	7.3	5.26	3.54					
56	"712,106"	"2,065,108"	57.5	0 187	0.07	7 48	5 84	3.7					
55	"1,047,563"	"3,037,931"	56.88	0.175	0 072	7 61	6.39	3.85					
54	"1,377,700"	"3,995,330"	56.31	0.169	0.073	7.65	7 01	3.96					
53	"1,594,644"	"4,624,467"	55.93	0.17	0.073	7.7	7.36	4.09					
52	"1,752,338"	"5,081,779"	55 62	0 177	0.072	7 78	7 60	4 19					
51	"1,815,944"	"5,266,237"	55.48	0.175	0 072	7 79	7.76	4.23					
50	"1,892,300"	"5,487,670"	55.28	0 178	0 072	7.83	7.95	4.3					
													
													
						..7							
													
				f	r'								
	"			
K- ""*"	"?	"	r										
													
Date	Category	Tonnes (Mt)	Fe %	P %	SiO2 %	Al2O3 %	LOI %	S %					
September 2011 1	Indicated	8.6	54.8	0.071	8.32	4.55	7.86	0.185					
	Inferred	16.4	55.3	0.066	8.28	4.57	7.58	0.157					
June 2011 2	Inferred	20.6	55.2	0.069	8.67	4.52	7.52	0.144					
December 2010 3	Inferred	18	55.5	0.067	8.19	4.53	7.5	0.146					
													
													
Area	"Mineable
Quantity (Mt)"	Grade (% Fe)	Waste (Mt)	"Strip Ratio
(t:t)"									
"Snark &
Drabble Downs"	5.8	55.9	11	1.9:1									
Banjo	2.6	56.1	4	1:05:01									
Central	2.1	55.7	4.7	2.2:1									
Total	10.5	55.9	19.6	1.9:1									
Area	"Mineable
Quantity (Mt)"	"Grade
(% Fe)"	"Calcined Grade
(% CaFe)"	"Waste
(Mt)"	"Strip Ratio
(t:t)"								
Snark &	5.8	55.9	60.5	16.7	2.9:1								
Drabble													
Downs													
Banjo	2.6	56.1	60.3	6	2.3:1								
Central	2.1	55.7	60.6	7.1	3.4:1								
Total	10.5	55.9	60.5	29.8	2.8:1								
	Fe (%)	SiO2 (%)	Al2O3%	P (%)	S (%)	LOI (%)							
Specification*	54-56	8	5	0.08	0.18								
Result	55.9	7.5	4.3	0.07	0.16	7.5							
													
													
													
													
Year	2010	2011	2012	2013	2014								
China	482	537	585	626	657								
Japan	92	92	96	98	99								
India	0	0	0	0	0								
Korea	29	34	36	37	37								
Taiwan	13	14	15	15	16								
Other	92	85	84	88	90								
Total	708	762	816	864	899								
Year	2010	2011	2012	2013	2014								
Australia	323	357	384	410	454								
Brazil	214	231	248	273	286								
India	90	85	88	84	64								
S. Africa	21	21	23	25	25								
CIS	8	9	10	10	11								
Other	52	59	63	62	59								
Total	708	762	816	864	899								
	Fe	SiO2	AhO3	P	S	LOI							
Newman	62.5	4.5	2.2	0.08	0.03	2.5	62%Index						
Pilbara Blend	61.5	3.6	2.3	0.08	0.03	5	62%Index						
MAC	61.5	3.6	2.2	0.07	0.02	5	62%Index						
Rocket	58.5	4.2	2.2	0.05	0.03	9.5	62%Index						
PMI	58.5	8	4.9	0.13	0.08	6	62% Index(discount)						
BHP Yandicoogina	58	5	1.7	0.05	0.01	8.5	62% Index						
Sesa Goa	58	6	5	0.1	0.1	5	58% Index						
FMG S Fines	57.5	8	5	0.07	0.06	8.7	62% Index(discount)						
Macarthur Fines	56.8	6.9	3.9	0.07	0.16	7.3							
Robe River	57	5.7	2.5	0.02	0.03	9.5	62% Index(discount)						
													
													
													
													
													
													
													
													
													
													
													
Rate	Description	Rate/ha (minimum)											
1	"Tailings storage facilities, including in-pit disposal, heap/vat
leach, evaporation dams, turkey nest dams, higher risk waste
dumps (e.g. sulphides present, highly erodible or >25m high)."	$18 000											
2	"Lower risk waste dumps, ROM pads, low grade oxide stockpiles,
plant sites, workshops and process water dams."	$15 000											
3	"Camp sites, strip mining (backfilled mining voids), hyper saline
pipelines (>15 000 TDS), causeways, haul roads, sewage ponds
and landfill."	$7 500											
4	"Roads and access tracks, “fresh” water pipelines, laydown areas,
borrow pits and airstrips."	$4 500											
													
													
													
													
													
													
													
													
													
													
													
													
Quantity Unit	TOTAL												
PRE-STRIPPING	"9,500,000"												
MINE SITE PREP. & ROADS	"5,347,161"												
PLANT SITE PREP. & ROADS	"13,624,066"												
STOCKPILING	"9,750,000"												
PROCESSING PLANT FAC.	"13,319,548"												
PROCESSING PLANT SERVICES	"2,800,000"												
ROAD HAULAGE	"10,643,930"												
RAIL HAULAGE	"16,407,183"												
PERMANENT CAMP / VILLAGE	"11,156,727"												
HEAD WORKS & RETICULATION	"1,000,000"												
CONTRACTORS INDIRECTS	"2,806,458"												
OWNERS COSTS	"3,741,945"												
EPCM	"10,290,348"												
CONTINGENCY	"23,387,154"												
TOTAL REPORT:	"133,774,520"												
													
Operation	$/t Shipped												
Mining	14.1												
Processing	2.5												
Road Haulage	14.4												
Rail Haulage	26.3												
Port	8												
Indirects	2												
Total	67.3												
Discount Rate		Sal											
%pa		M											
8													
10													
es	Pre-tax NPV	IRR	Payback										
t	A$m	%	(Nom)										
10.5	248	62	3										
10.5	227	62	3										
Financial Year	Total	Units	2012	2013	2014	2015	2016	2017	2018	2019			
ASSUMPTIONS													
Total ore mined	10.5	mt	0	0.5	2	2	2	2	2	0			
Stripping ratio (Waste:Ore)		xi	0	2.8	2.8	2.8	2.8	2.8	2.8	2.8			
Total Wasteines	29.4	mt	0	1.4	5.6	5.6	5.6	5.6	5.6	0			
Moisture Content		%i		6.00%	6.00%	6.00%	6.00%	6.00%	6.00%	6.0%i			
Grade		%i		55.90%	55.90%	55.90%	55.9%i	55.9%i	55.90%	55.90%			
Process Recovery		%i		100.00%	100.0%i	100.0%i	100.00%	100.00%	100.0%i	100.00%			
Tonnes post processingines	10.5	mt	0	0.5	2	2	2	2	2	0			
Total tonnes post processingi	10.5	mt	0	0.5	2	2	2	2	2	0			
Fines Tonnes Shipped	10.5	mt	0	0	2	2	2	2	2	0.5			
REVENUE													
"Market price (contract, FOB)"		USc/Fe dmtu	270	260	250	240	230	220	210	200			
Iron Ore Price 62% Fe $/t ex-Pi lbara		US $/t	167.4	161.2	155	148.8	142.6	136.4	130.2	124			
Port Penalty FOB Esperance US$/t	3	US $/t											
Fe Penalty US$5/%<62/t	30.5	US $/t											
Sulfur Penalty US$/t	5.35	US $/t											
Iron Ore Price 59.9% Fe $/t ex-Esperance		US $/t	128.55	122.35	116.15	109.95	103.75	97.55	91.35	85.15			
Iron Ore Price 59.9% Fe $/t ex-Esperance		AUS $/t	128.55	127.45	131.99	130.89	129.69	121.94	114.19	106.44			
Fines Revenue	"1,310.60"	A$m	0	0	264	261.8	259.4	243.9	228.4	53.2			
State royalty rate (equivalent % of revenue)				6.50%	7.50%	7.50%	7.50%i	7.50%i	7.50%	7.50%			
State royalty	98.3	A$m	0	0	19.8	19.63	19.45	18.29	17.13	3.99			
Royalty cost per tonne	9.36	A$/ti			9.9	9.82	9.73	9.15	8.56	7.98			
Total Revenue		A$m	0	0	244.2	242.17	239.95	225.61	211.27	49.21			
INVESTMENT CAPITAL													
Total capex	122.1	A$m	0	97.6	24.4	0	0	0	0	"o
o"			
DEPRECIATION													
Opening balance			0	0	78.1	82	61.5	41	20.5	0			
New capex (escalated)			0	97.6	24.4	0	0	0	0	0			
Depreciationi	122.1	A$m	0	19.5	20.5	20.5	20.5	20.5	20.5	0			
Closing balance			0	78.1	82	61.5	41	20.5	0	0			
OPERATING COSTS													
Mining and hauling ore unit cost	4.61	A$/t											
Mining and hauling ore total cost	48.4	A$m	0	2.3	9.2	9.2	9.2	9.2	9.2	0			
Mining and removing waste unit cost	3.4	A$/t											
Mining and removing waste total cost	100	A$m	0	4.8	19	19	19	19	19	0			
Total mining costs	148.4	A$m	0	7.1	28.3	28.3	28.3	28.3	28.3	0			
Mining cost per tonne material moved	3.72	A$/t											
Mining cost per tonne of saleable product	14.13	A$/t											
Processing cost rate	2.5	A$/t											
Total processing costs	26.3	A$m	0	1.3	5	5	5	5	5	0			
Fines Processing cost per Tonne Product	2.5	A$/t											
Road1 cost rate	0.11	A$/t/km											
Road1 Distance	121.1	km											
Road1 costs	77.1	A$m	0	7.3	29.1	29.1	11.6	0	0	0			
Road2 haul distance	136.6	km											
Road2 haul cost rate	0.11	A$/t/km											
Road2 haulage costs	84.3	A$m	0	0	0	0	19.5	32.4	32.4	0			
Rail haul distance	520	km											
Rail haul cost rate	0.05	A$/t/km											
Rail haulage costs	292.3	A$m	0	13.9	55.7	55.7	55.7	55.7	55.7	0			
"Shiploading, port cost and transport material rate"	7.99	A$/t											
Shiploading and Port costs	88.9	A$m	0	0	16.9	16.9	16.9	16.9	16.9	4.2			
Total handling / logistics costs	542.6	A$m	0	21.2	101.7	101.7	103.7	105	105	4.2			
"General overheads, admin, insurance"	21	A$m	0	1	4	4	4	4	4	0			
Total operating costs	738.3	A$m	0	30.5	139	139	141	142.3	142.3	4.2			
Operating cost per tonne (including moisture)	70.31	A$/t		61.02	69.49	69.49	70.48	71.15	71.15				
EBITDA		A$m	0	-30.5	105.2	103.2	99	83.3	69	45			
Outflows													
Capital investment		A$m	0	97.6	24.4	0	0	0	0	0			
Working capital		A$m	0	-2.5	12.8	-0.2	-0.4	-1.4	-1.3	-7.1			
Total operating costs	738.3	A$m	0	30.5	139	139	141	142.3	142.3	4.2			
Total Outflows		A$m	0	125.6	176.2	138.8	140.6	140.9	141	-2.9			
Total Revenue		A$m	0	0	244.2	242.17	239.95	225.61	211.27	49.21			
Pre tax net cashflow		A$m	0	-125.6	68	103.3	99.3	84.7	70.2	52.1			
Cumulative cashflow		A$m	0	-125.6	-57.6	45.7	145	229.7	299.9	352			
Payback on nominal cashflow	3	years											
Discount factor	8.00%	Discount rate:	1	1	0.926	0.857	0.794	0.735	0.681	0.63			
Discounted pre tax net cashflow			0	-126	63	89	79	62	48	33			
Cumulative discounted cashflow			0	-125.6	-62.7	25.9	104.8	167	214.8	247.6			
Payback on discounted cashflow	4	years											
Pre-tax Project NPV	247.6	A$m											
IRR	62%	%											
													
													
Deposit	Category	Tonnes	Fe %	P %	SiO2 %	Al2O3 %	LOI %						
Snark	Indicated	"7,320,000"	55.1	0.07	8.4	4.4	7.7						
	Inferred	"4,110,000"	55.1	0.07	8.7	4.2	7.6						
Drabble Downs	Indicated	"1,310,000"	53.5	0.06	8.1	5.4	9						
	Inferred	"1,380,000"	55.9	0.06	5.9	4.6	8.7						
Banjo - Lost World	Inferred	"5,500,000"	55.7	0.07	8.1	4.7	7.1						
Moonshine5	Inferred	"600,000"	52.8	0.06	13.3	3.9	5.8						
Central	Inferred	"4,800,000"	55.2	0.06	8.2	4.5	8						
Total	Indicated	"8,630,000"	54.8	0.07	8.3	4.6	7.9						
	Inferred	"16,390,000"	55.3	0.07	8.3	4.6	7.6						
													
													
													
													
													
													
													
